title,heading,content,tokens
Malnutrition,Special populations,"Undernutrition is an important determinant of maternal and child health, accounting for more than a third of child deaths and more than 10 percent of the total global disease burden according to 2008 studies.",41
Malnutrition,Children,"Undernutrition adversely affects the cognitive development of children, contributing to poor earning capacity and poverty in adulthood. The development of childhood undernutrition coincides with the introduction of complementary weaning foods which are usually nutrient deficient. The World Health Organization estimates that malnutrition accounts for 54 percent of child mortality worldwide, about 1 million children. There is a strong association between undernutrition and child mortality. Another estimate also by WHO states that childhood underweight is the cause for about 35% of all deaths of children under the age of five years worldwide. Over 90% of the stunted children below five years of age live in sub-Saharan Africa and South Central Asia. Although access to adequate food and improving nutritional intake is an obvious solution to tackling undernutrition in children, the progress in reducing children undernutrition is disappointing.",161
Malnutrition,Women,"Researchers from the Centre for World Food Studies in 2003 found that the gap between levels of undernutrition in men and women is generally small, but that the gap varies from region to region and from country to country. These small-scale studies showed that female undernutrition prevalence rates exceeded male undernutrition prevalence rates in South/Southeast Asia and Latin America and were lower in Sub-Saharan Africa. Datasets for Ethiopia and Zimbabwe reported undernutrition rates between 1.5 and 2 times higher in men than in women; however, in India and Pakistan, datasets rates of undernutrition were 1.5–2 times higher in women than in men. Intra-country variation also occurs, with frequent high gaps between regional undernutrition rates. Gender inequality in nutrition in some countries such as India is present in all stages of life.Studies on nutrition concerning gender bias within households look at patterns of food allocation, and one study from 2003 suggested that women often receive a lower share of food requirements than men. Gender discrimination, gender roles, and social norms affecting women can lead to early marriage and childbearing, close birth spacing, and undernutrition, all of which contribute to malnourished mothers.Within the household, there may be differences in levels of malnutrition between men and women, and these differences have been shown to vary significantly from one region to another, with problem areas showing relative deprivation of women. Samples of 1000 women in India in 2008 demonstrated that malnutrition in women is associated with poverty, lack of development and awareness, and illiteracy. The same study showed that gender discrimination in households can prevent a woman's access to sufficient food and healthcare. How socialization affects the health of women in Bangladesh, Najma Rivzi explains in an article about a research program on this topic. In some cases, such as in parts of Kenya in 2006, rates of malnutrition in pregnant women were even higher than rates in children.Women in some societies are traditionally given less food than men since men are perceived to have heavier workloads. Household chores and agricultural tasks can in fact be very arduous and require additional energy and nutrients; however, physical activity, which largely determines energy requirements, is difficult to estimate.",442
Malnutrition,Pregnancy and breastfeeding,"During pregnancy and breastfeeding, women must ingest enough nutrients for themselves and their child, so they need significantly more protein and calories during these periods, as well as more vitamins and minerals (especially iron, iodine, calcium, folic acid, and vitamins A, C, and K). In 2001 the FAO of the UN reported that iron deficiency affected 43 percent of women in developing countries and increased the risk of death during childbirth. A 2008 review of interventions estimated that universal supplementation with calcium, iron, and folic acid during pregnancy could prevent 105,000 maternal deaths (23.6 percent of all maternal deaths). Malnutrition has been found to affect three quarters of UK women aged 16–49 indicated by them having less folic acid than the WHO recommended levels.Frequent pregnancies with short intervals between them and long periods of breastfeeding add an additional nutritional burden.",175
Malnutrition,Educating children,"""Action for healthy kids"" has created several methods to teach children about nutrition. They introduce 2 different topics, self-awareness which teaches children about taking care of their own health and social awareness, which is how culinary arts vary from culture to culture. As well as its importance when it comes to nutrition. They include eBooks, tips, cooking clubs. including facts about vegetables and fruits.Team Nutrition has created ""MyPlate eBooks"" this includes 8 different eBooks to download for free. These eBooks contain drawings to color, audio narration, and a large number of characters to make nutrition lessons entertaining for children.According to the FAO, women are often responsible for preparing food and have the chance to educate their children about beneficial food and health habits, giving mothers another chance to improve the nutrition of their children.",168
Malnutrition,Elderly,"Malnutrition and being underweight are more common in the elderly than in adults of other ages. If elderly people are healthy and active, the aging process alone does not usually cause malnutrition. However, changes in body composition, organ functions, adequate energy intake and ability to eat or access food are associated with aging, and may contribute to malnutrition. Sadness or depression can play a role, causing changes in appetite, digestion, energy level, weight, and well-being. A study on the relationship between malnutrition and other conditions in the elderly found that malnutrition in the elderly can result from gastrointestinal and endocrine system disorders, loss of taste and smell, decreased appetite and inadequate dietary intake. Poor dental health, ill-fitting dentures, or chewing and swallowing problems can make eating difficult. As a result of these factors, malnutrition is seen to develop more easily in the elderly.Rates of malnutrition tend to increase with age with less than 10 percent of the ""young"" elderly (up to age 75) malnourished, while 30 to 65 percent of the elderly in home care, long-term care facilities, or acute hospitals are malnourished. Many elderly people require assistance in eating, which may contribute to malnutrition. However, the mortality rate due to undernourishment may be reduced. Because of this, one of the main requirements of elderly care is to provide an adequate diet and all essential nutrients. Providing the different nutrients such as protein and energy keeps even small but consistent weight gain. Hospital admissions for malnutrition in the United Kingdom have been related to insufficient social care, where vulnerable people at home or in care homes are not helped to eat.In Australia malnutrition or risk of malnutrition occurs in 80 percent of elderly people presented to hospitals for admission. Malnutrition and weight loss can contribute to sarcopenia with loss of lean body mass and muscle function. Abdominal obesity or weight loss coupled with sarcopenia lead to immobility, skeletal disorders, insulin resistance, hypertension, atherosclerosis, and metabolic disorders. A paper from the Journal of the American Dietetic Association noted that routine nutrition screenings represent one way to detect and therefore decrease the prevalence of malnutrition in the elderly.",443
Overnutrition,Summary,"Overnutrition (also known as hyperalimentation) is a form of malnutrition in which the intake of nutrients is oversupplied. The amount of nutrients exceeds the amount required for normal growth, development, and metabolism. 
The term can also refer to:

Obesity, a disorder which occurs by eating more calories than one burns, as well as:
Oversupplying a specific nutrient, such as dietary minerals or vitamin poisoning.For mineral excess, see:

Iron poisoning, and
Low sodium diet (a response to excess sodium).Overnutrition may also refer to greater food consumption than appropriate, as well as other feeding procedures such as parenteral nutrition.",148
Epidemiology of malnutrition,Summary,"There were 795 million undernourished people in the world in 2014, a decrease of 216 million since 1990, despite the fact that the world already produces enough food to feed everyone—7 billion people—and could feed more than that—12 billion people.Reducing malnutrition is key part of Sustainable Development Goal 2, ""Zero hunger"", with a malnutrition target alongside reducing under nutrition and  stunted child growth. Because of the Sustainable Development Goals, various UN agencies are responsible for measuring and coordinating action to reduce malnutrtion. According to the World Food Programme, 135 million suffer from acute hunger, largely due to manmade conflicts, climate changes, and economic downturns. COVID-19 could double the number of people at risk of suffering acute hunger by the end of 2020.",163
Epidemiology of malnutrition,By country,"The number of undernourished people (million) in 2010–2012 and 2014–2016 (projected).
According to the UN Food and Agriculture Organization (FAO), these countries had 5 million or more undernourished people in 2001–2003 and in 2005–2007.
Note: This table measures ""undernourishment"", as defined by the FAO, and represents the number of people consuming (on average for years 2010 to 2012) less than the minimum amount of food energy (measured in kilocalories per capita per day) necessary for the average person to stay in good health while performing light physical activity. It is a conservative indicator that does not take into account the extra needs of people performing extraneous physical activity, nor seasonal variations in food consumption or other sources of variability such as inter-individual differences in energy requirements. Malnutrition and undernourishment are cumulative or average situations, and not the work of a single day's food intake (or lack thereof). This table does not represent the number of people who ""went to bed hungry today.""
The below is a list of countries by percentage of population with undernourishment, as defined by the United Nations World Food Programme and the FAO in its ""The State of Food Insecurity in the World"" 2009 report.

Source: FAO: The State of Food Insecurity in the World 2009
Source: FAO Statistics Division
Source: Nations World Food Programme - World Hunger Map
Source: World Bank: Prevalence of undernourishment (% of population)",321
Epidemiology of malnutrition,Middle East,"Malnutrition rates in Iraq had risen from 19% before the US-led invasion to a national average of 28% four years later.  By 2010, according to the UN Food and Agriculture Organization, only 8% were malnourished. (See data above.)",57
Epidemiology of malnutrition,South Asia,"According to the Global Hunger Index, South Asia (also known as the Indian Subcontinent) has the highest child malnutrition rate of world's regions. India, a largely vegetarian country and second largest country in the world by population, contributes most number in malnutrition in the region. The 2006 report mentioned that ""the low status of women in South Asian countries and their lack of nutritional knowledge are important determinants of high prevalence of underweight children in the region"" and was concerned that South Asia has ""inadequate feeding and caring practices for young children"".30% children of India are underweight, one of the highest rates in the world and nearly double the rate of Sub-Saharan Africa.Research on overcoming persistent under-nutrition published by the Institute of Development Studies, argues that the co-existence of India as an 'economic powerhouse' and home to one-third of the world's under-nourished children reflects a failure of the governance of nutrition: ""A poor capacity to deliver the right services at the right time to the right populations, an inability to respond to citizens' needs and weak accountability are all features of weak nutrition governance."" The research suggests that to make under-nutrition history in India the governance of nutrition needs to be strengthened and new research needs to focus on the politics and governance of nutrition. At the current rate of progress the MDG1 target for nutrition will only be reached in 2042 with severe consequences for human wellbeing and economic growth.",296
Epidemiology of malnutrition,United States,"According to the United States Department of Agriculture in 2015, 50 million Americans experienced food insecurity in 2009, including 17 million children. This represents nearly one in four American children.Although the United States Department of Agriculture reported in 2012 that an estimated 85.5 percent of households in the country are food secure, millions of people in America struggle with the threat of hunger or experience hunger on a daily basis. The USDA defines food security as the economic condition of a household wherein which there is reliable access to a sufficient amount of food so all household members can lead a healthy productive life. Hunger is most commonly related to poverty since a lack of food helps perpetuate the cycle of poverty. Most obviously, when individuals live in poverty they lack the financial resources to purchase food or pay for unexpected events, such as a medical emergency. When such emergencies arise, families are forced to cut back on food spending so they can meet the financial demands of the unexpected emergency. There is not one single cause of hunger but rather a complex interconnected web of various factors. Some of the most vulnerable populations to hunger are the elderly, children, people from a low socioeconomic status, and minority groups; however, hunger's impact is not limited to these individuals.
The largest nonprofit food relief organization in the United States, Feeding America, feeds 46.5 million citizens a year to address the nation's food insecurity issue. This equates to one in seven Americans requiring their aid in a given year. An organization that focuses on providing food for the elderly population is Meals on Wheels, which is a nonprofit that delivers meals to seniors' homes. The government also works towards providing relief through programs such as the Supplemental Nutrition Assistance Program (SNAP) which was formerly known to the public as Food Stamps. Another well known government program is the National School Lunch Program (NSLP) which provides free or reduced lunches to students who qualify for the program.
The number of Americans suffering from hunger rose after the 2008 financial crisis, with children and working adults now making up a large proportion of those affected. In 2012, Gleaners Indiana Food bank reported that there were now 50 million Americans struggling with food insecurity (about 1 in 6 of the population), and that the number of folks seeking help from food banks had increased by 46% since 2005. According to a 2012 study by UCLA Center for Health Policy Research, even married couples who both work but have low incomes sometimes require the aid of food banks.Childhood malnutrition is generally thought of as being limited to developing countries, but although most malnutrition occurs there, it is also an ongoing presence in developed nations. For example, in the United States of America, one out of every six children is at risk of hunger. A study, based on 2005–2007 data from the U.S. Census Bureau and the Agriculture Department, shows that an estimated 3.5 million children under the age of five are at risk of hunger in the United States.In developed countries, this persistent hunger problem is not due to lack of food or food programs, but is largely due to an underutilization of existing programs designed to address the issue, such as food stamps or school meals. Many citizens of rich countries such as the United States of America attach stigmas to food programs or otherwise discourage their use. In the USA, only 60% of those eligible for the food stamp program actually receive benefits.The U.S. Department of Agriculture reported that in 2003, 1 out of 200 U.S. households with children were so severely food insecure that any of the children went hungry at least once during the year. A substantially larger proportion of these same households (3.8 percent) had adult members who were hungry at least one day during the year because of their households' inability to afford enough food.",764
Epidemiology of malnutrition,Africa,"According to World Vision there are 257 million people in Africa who are experiencing malnutrition. This is around 20% of the entire population of Africa. The regions in Africa with the highest rates of malnutrition are the Sub-Saharan region and parts of southern Africa. In the Sub-Saharan region, the countries that have the highest rates include, but are not limited to South Sudan, Sudan, Central African Republic, and Chad. In this region there are 237 million people who are experiencing hunger and according to Action Against Hunger, there are 319 million people without a reliable source of drinking water. In the Southern region of Africa, the countries that have the highest rates include, but are not limited to Mozambique, Zimbabwe, Zambia, and Angola. In this region there are 41 million people who are food insecure and 9 million who are in a food crisis and need immediate assistance with food.There are many factors that contribute to malnutrition in Africa. There are environmental factors such as degradation of land and unexpected weather changes. The changes in weather such as droughts and storms, impact their food and water supply. Another factor that contributes to malnutrition is conflict. Conflict can lead to uncertainty in resources, which puts them at a higher risk of malnutrition. In addition, the areas in Africa with the highest rates of malnutrition also experience poverty which impact and limit the supply of food and necessary services. For example, some experience limited access to health services, sanitation, clean water, consistent food supply. Not only do these things directly contribute to malnutrition, but they can also lead to illnesses such as malaria and water-borne disease.",324
Global Acute Malnutrition,Summary,"Global Acute Malnutrition (GAM) is a measurement of the nutritional status of a population that is often used in protracted refugee situations.
Along with the Crude Mortality Rate, it is one of the basic indicators for assessing the severity of a humanitarian crisis.",58
Global Acute Malnutrition,Definition,"To evaluate levels of GAM, workers in an emergency measure the weight and height of children between 6 and 59 months.
They then use the results as a proxy for the health of the population as a whole.
The weight to height index is compared to the same index for a reference population that has no shortage of nutrition.
All children with weight less than 80% of the median weight of children with the same height in the reference population, and/or suffering from oedema, are classified as GAM.
The World Health Organization describes Moderate Acute Malnutrition (MAM) as GAM in the 79% - 70% range, and Severe Acute Malnutrition (SAM) as GAM below 70%.An alternative definition is that a child suffers from GAM if their weight to height ratio is less than the value at -2 standard deviations on the Z-score for the same measurement in the reference population.
SAM is defined as a weight to height ratio less than -3 standard deviations on the Z-score for the reference population.
In practice, since the distribution of weight to height ratios is much the same in all populations, the two definitions are equivalent.
Weight for height is chosen rather than weight for age since the latter may indicate long-term stunting rather than acute malnutrition.The World Health Organization also defines other measures of malnutrition including mid-upper arm circumference (MUAC), marasmus and kwashiorkor.
MUAC measurement, if conducted by well-trained staff, can give a quick assessment of new arrivals at a camp. It is based on the observation that this measurement does not change much in children between six months and five years old, so comparison to a ""normal"" measurement is useful. Based on analysis of field results, MUAC < 125mm corresponds to GAM and MUAC < 110mm with or without oedema corresponds to SAM.",385
Global Acute Malnutrition,Interpretation,"If 10% or more of children are classified as suffering from GAM, there is generally considered to be a serious emergency, and with over 15% the emergency is considered critical.
According to the Integrated Food Security Phase Classification (IPC), a famine is declared if three conditions exist. First, at least 20% of households face extreme food shortages with limited ability to cope. Second, GAM prevalence exceeds 30%. Third, crude death rates exceed two persons per 10,000 per day. In 2011 the conditions in some parts of the Horn of Africa met all three criteria.",117
Global Acute Malnutrition,Objectives and results,"The U.S. State Department has set a target that less than 10% of children under five should suffer from Global Acute Malnutrition in complex humanitarian emergencies.
In 2005, this objective was not met in 7% of targeted sites. 
GAM rates exceeded 10% in eleven camps in Chad, seven camps in Ethiopia, and one camp in the Central African Republic.  
A study by the UNHCR published in January 2006 found unacceptable GAM levels in UNHCR/WFP supported protracted refugee situations including Chad (up to 18%), Eritrea (18.9%), Ethiopia (up to 19.6%), Kenya (up to 20.6%), Sierra Leone (16%) and South Sudan (16%). The report questioned why GAM rates were so high despite all efforts to bring them down, and why camps in Africa had rates consistently over 15% while camps in Asia were usually below 12% GAM.",186
Undernutrition in children,Summary,"Undernutrition in children, occurs when children do not consume enough calories, protein, or micronutrients to maintain good health. It is common globally and may result in both short and long term irreversible adverse health outcomes.  Undernutrition is sometimes used synonymously with malnutrition, however, malnutrition could mean both undernutrition or overnutrition (causing childhood obesity). The World Health Organization (WHO) estimates that malnutrition accounts for 54 percent of child mortality worldwide, which is about 1 million children. Another estimate, also by WHO, states that childhood underweight is the cause for about 35% of all deaths of children under the age of five worldwide.The main causes of malnutrition are often related to poverty: unsafe water, inadequate sanitation or insufficient hygiene, factors related to society, diseases, maternal factors, gender issues as well as other factors.",172
Undernutrition in children,Background,"Linked to 1⁄3 of all child deaths, malnutrition is especially dangerous for women and children. Malnourished women will usually have malnourished fetuses while they are pregnant, which can lead to physically and mentally stunted children, creating a cycle of malnutrition and underdevelopment. One of the most severe at risk populations are children under 5. Malnutrition during the early stages of development can have negative and severe effects on growth and intellectual development. This effect on a child's intellectual quotient makes it harder for them later in life to achieve their true potential abilities. Breaking the cycle of malnutrition during early childhood development can break the cycle of intergenerational poverty among poor communities.There are a variety of ways in which malnutrition can affect the body. Globally, 162 million children show symptoms of malnutrition such as stunting, which is an indicator of malnourishment. The WHO reported that two out of five children that are stunted live in Southern Asia, however Africa is the only region where there is an increasing number of stunted children. Common micronutrient deficiencies are iron, zinc, iodine, and vitamin A. Micronutrient deficiencies can cause an increase of illness due to a compromised immune systems or abnormal physiology and development.Protein-Energy Malnutrition (PEM) is another form of malnutrition that affects children. PEM can appear as conditions called marasmus, kwashiorkor, and an intermediate state of marasmus-kwashiorkor. Although  malnutrition can have severe and lasting health effects on women and children, they are still susceptible to other water-related dangers.",332
Undernutrition in children,Measures,"There are three commonly used measures for detecting malnutrition in children:

stunting (extremely low height for age),
underweight (extremely low weight for age), and
wasting (extremely low weight for height).These measures of malnutrition are interrelated, but studies for the World Bank found that only 9 percent of children exhibit stunting, underweight, and wasting.Children with severe acute malnutrition are very thin, but they often also have swollen hands and feet, making the internal problems more evident to health workers.Children with severe malnutrition are very susceptible to infection.",118
Undernutrition in children,Effects later in life,"Undernutrition in children causes direct structural damage to the brain and impairs infant motor development and exploratory behavior. Children who are undernourished before age two and gain weight quickly later in childhood and in adolescence are at high risk of chronic diseases related to nutrition.Studies have found a strong association between undernutrition and child mortality. Once malnutrition is treated, adequate growth is an indication of health and recovery. Even after recovering from severe malnutrition, children often remain stunted for the rest of their lives.Even mild degrees of malnutrition double the risk of mortality for respiratory and diarrheal disease mortality and malaria. This risk is greatly increased in more severe cases of malnutrition.Undernourished girls tend to grow into short adults and are more likely to have small children.Prenatal malnutrition and early life growth patterns can alter metabolism and physiological patterns and have lifelong effects on the risk of cardiovascular disease. Children who are undernourished are more likely to be short in adulthood, have lower educational achievement and economic status, and give birth to smaller infants. Children often face malnutrition during the age of rapid development, which can have long-lasting impacts on health.",236
Undernutrition in children,Sanitation,"The World Health Organization estimated in 2008 that globally, half of all cases of undernutrition in children under five were caused by unsafe water, inadequate sanitation, or insufficient hygiene. This link is often due to repeated diarrhea and intestinal worm infections as a result of inadequate sanitation.  However, the relative contribution of diarrhea to undernutrition and, in turn, stunting remains controversial.",77
Undernutrition in children,Social inequality,"In almost all countries, the poorest quintile of children has the highest rate of malnutrition. However, inequalities in malnutrition between children of poor and rich families vary from country to country, with studies finding large gaps in Peru and very small gaps in Egypt. In 2000, rates of child malnutrition were much higher in low- income countries (36 percent) compared to middle-income countries (12 percent) and the United States (1 percent).Studies in Bangladesh in 2009 found that the mother's illiteracy, low household income, higher number of siblings, less access to mass media, less supplementation of diets, unhygienic water and sanitation are associated with chronic and severe malnutrition in children.",141
Undernutrition in children,Diseases,"Diarrhea and other infections can cause malnutrition through decreased nutrient absorption, decreased intake of food, increased metabolic requirements, and direct nutrient loss. Parasite infections, in particular intestinal worm infections (helminthiasis), can also lead to malnutrition. A leading cause of diarrhea and intestinal worm infections in children in developing countries is a lack of sanitation and hygiene. Other diseases that cause chronic intestinal inflammation may lead to malnutrition, such as some cases of untreated celiac disease and inflammatory bowel disease.Children with chronic diseases like HIV have a higher risk of malnutrition, since their bodies cannot absorb nutrients as well.  Diseases such as measles are a major cause of malnutrition in children; thus, immunizations present a way to relieve the burden.",148
Undernutrition in children,Maternal factors,"The nutrition of children 5 years and younger depends strongly on the nutrition level of their mothers during pregnancy and breastfeeding.Infants born to young mothers who are not fully developed are found to have low birth weights. The level of maternal nutrition during pregnancy can affect a newborn baby's body size and composition. Iodine deficiency in mothers usually causes brain damage in their offspring, and some cases cause extreme physical and intellectual disability. This affects the children's ability to achieve their full potential. In 2011 UNICEF reported that 30 percent of households in the developing world were not consuming iodized salt, which accounted for 41 million infants and newborns in whom iodine deficiency could still be prevented. Maternal body size is strongly associated with the size of newborn children.Short stature of the mother and poor maternal nutrition stores increase the risk of intrauterine growth retardation (IUGR). However, environmental factors can weaken the effect of IUGR on cognitive performance.",193
Undernutrition in children,Gender,"A study in Bangladesh in 2008 reported that rates of malnutrition were higher in female children than male children. Other studies show that, at the national level, differences between undernutrition prevalence rates between young boys and girls are generally small. Girls often have a lower nutritional status in South and Southeastern Asia compared to boys. In other developing regions, the nutritional status of girls is slightly higher.",79
Undernutrition in children,Diagnosis,"Measurements of a child's growth provide the key information for the presence of malnutrition. However, weight and height measurements alone can lead to failure to recognize kwashiorkor and an underestimation of the severity of malnutrition in children.Since undernourished children are also more likely to die from preventable infections, there is some research into developing a rapid diagnostic tool to detect malnourishment and common infections from a drop of blood. This research was spearheaded by Evelyn Gitau.",102
Undernutrition in children,Prevention,"Measures have been taken to reduce child malnutrition. Studies for the World Bank found that, from 1970 to 2000, the number of malnourished children decreased by 20 percent in developing countries. Iodine supplement trials in pregnant women have been shown to reduce offspring deaths during infancy and early childhood by 29 percent. However, universal salt iodization has largely replaced this intervention.The Progresa program in Mexico combined conditional cash transfers with nutritional education and micronutrient-fortified food supplements; this resulted in a 10 percent reduction in the prevalence of stunting in children 12–36 months old. Milk fortified with zinc and iron reduced the incidence of diarrhea by 18 percent in a study in India.
In Nigeria, the use of imported Ready to Use Therapeutic Food (RUTF) has been used to combat malnutrition in the North. However, research has shown that Soy Kunu, a locally sourced and prepared blend consisting of peanut, millet, and soya beans, contains the components of the Ready to Use Therapeutic Food (RUTF) and this has been used massively to reduce malnutrition in the north.",230
Undernutrition in children,Breastfeeding,"Breastfeeding can reduce rates of malnutrition and dehydration caused by diarrhea, but mothers are sometimes wrongly advised not to breastfeed their children.  Breastfeeding has been shown to reduce mortality in infants and young children. Since only 38 percent of children worldwide under 6 months are exclusively breastfed, education programs could have large impacts on children's malnutrition rates.  However, breastfeeding cannot fully prevent PEM if not enough nutrients are consumed.",88
Undernutrition in children,Treatment,"Treatment with antibiotics such as amoxicillin or cefdinir improves the response and survival rate of severely malnourished children to an outpatient treatment plan which provided therapeutic food. This confirms the recommendation, ""In addition to the provision of RUTF [ready-to-use therapeutic food], children need to receive a short course of basic oral medication to treat infections."" contained in ""Community-based management of severe acute malnutrition, A Joint Statement by the World Health Organization, the World Food Programme, the United Nations System Standing Committee on Nutrition and the United Nations Children's Fund.""",120
Undernutrition in children,Epidemiology,"The World Health Organization estimates that malnutrition accounts for 54 percent of child mortality worldwide, about 1 million children. Another estimate also by WHO states that childhood underweight is the cause for about 35% of all deaths of children under the age of five years worldwide.According to a 2008 review, an estimated 178 million children under age 5 are stunted, most of whom live in sub-Saharan Africa. A 2008 review of malnutrition found that about 55 million children are wasted, including 19 million who have severe wasting or severe acute malnutrition. In 2020, a research paper that mapped stunting, wasting, and underweight among children across 105 low- and middle-income countries found that only five countries were expected to meet global nutrition targets in all second administrative subdivisions.As underweight children are more vulnerable to almost all infectious diseases, the indirect disease burden of malnutrition is estimated to be an order of magnitude higher than the disease burden of the direct effects of malnutrition. The combination of direct and indirect deaths from malnutrition caused by unsafe water, sanitation, and hygiene (WASH) practices is estimated to lead to 860,000 deaths per year in children under five years of age.",236
Child nutrition in Australia,Summary,"Nutrition is the intake of food, considered in relation to the body's dietary needs. Well-maintained nutrition includes a balanced diet as well as a regular exercise routine.  Nutrition is an essential aspect of everyday life as it aids in supporting mental as well as physical body functioning. The National Health and Medical Research Council determines the Dietary Guidelines within Australia and it requires children to consume an adequate amount of food from each of the five food groups, which includes fruit, vegetables, meat and poultry, whole grains as well as dairy products. Nutrition is especially important for developing children as it influences every aspect of their growth and development. Nutrition allows children to maintain a stable BMI, reduces the risks of developing obesity, anemia and diabetes as well as minimises child susceptibility to mineral and vitamin deficiencies.",163
Child nutrition in Australia,Dietary recommendations of a nutritional lifestyle,"The nationally defined standard diet for the average Australian child between the ages of four through to eighteen is one that requires variety and consists of sustenance from all five of the food groups. The nationally available ‘healthy eating pyramid’ contains information about portioning as well as the type of food that should be consumed, to allow parents and children to adhere to a healthy and nutritional diet. Nutrition has its strongest and the most important impacts on a person during the early stages of life; this is in regards to organ, bone, muscle and body development.  The most common cause of poor development being an undernourished and inadequate diet, due to lack of dietary knowledge.It is suggested that children between the ages of 4-13 should be eating 4-5 serves (75g) of vegetables a day. Vegetables are ‘nutrient dense’ and a good source of essential vitamins, antioxidants as well as fiber. 1-2 serves of fruit (150g) should also be consumed daily as it is essential in preventing early onset vitamin deficiencies. 1-2.5 serves of lean meats and poultry, such as fish, chicken, lamb, beef as well as legumes and nuts are also essential in a daily diet in order to maintain stable zinc and iron levels within a developing body. Whole grains should be consumed daily as they are high in fiber and low in saturated fats. Between 4-6 serves (40g) per day of rice, quinoa, rye, barley or pasta is critical to meet kilojoule requirements (8700kJ). 2-3 servings (250ml) of dairy products such as, milk, probiotic yoghurt or cheese is also beneficial for stable muscle and bone development.It is common for children of the 21st century to indulge in consumer products that should be considered only as an occasional indulgence. Foods such as sweet biscuits, cakes, deserts, fast food as well as pastries and fruit juices are high in saturated fats as well as added sugars. Saturated fats are responsible for raising blood cholesterol levels and in turn could put children at a much higher risk of contracting heart disease or inducing a heart attack. Thus five or fewer servings of sweet indulgences should be consumed in a week, as a maximum.Nutrition Australia ultimately seeks to help children ""eat a rainbow"" by encouraging them to consume a fruit and a vegetable of a different colour every day to ensure that all beneficial properties of both fruit and vegetables are embraced. Educating children and exposing them to a healthier diet earlier on in childhood can achieve this.
The Australian Dietary Guidelines recommends children aged three to five years eat nutritious foods from each of the five food groups every day.
The following daily serves are recommended for children across this age group:",568
Child nutrition in Australia,Exercise recommendations,"Exercise is a fundamental feature of every growing child's life. Physical activity is essential for bone, muscle and body development in children as well as important for its role in burning excess calories and ensuring there are no lipid build-ups around significant organs such as the heart, liver, stomach or lungs.It is recommended that children between the ages of 5–18 years old participate in 60 minutes of moderate to rigorous exercise every day.  Such exercise could consist of planned sporting activities or just the frequent usage of a gym.However the defined exercise standards are not being met, with a survey in 2012 revealing that only one in ten Australian children carried out the recommended 60 minutes of exercise a day. A nationally conducted survey within Australia proved that in 2006, 974,000 children between the ages of 5-8 nationwide did not participate in a sport of any kind. This is a staggering number, which is vastly contributing to the poor nutritional lifestyle that many Australian children are leading.
It is essential for children to enjoy the physical activities they are participating in, if the recommended standard of exercise is to be maintained. In 2009 Wellington public school in NSW underwent a study to increase nutrition and encourage increased physical activity among children. The study focused on 37 children spanning from the ages of 4 through to 13, of which their attitudes and daily exercise routine was reviewed. The study documented that there was initially a lapse in willingness to participate, however, after introducing fun games and engaging recreational sporting activities to the school culture, children began to engage more in physical activity. The outcomes being an overwhelming increase in whole school sporting participation.Physical activity among children has slowly been increasing, since the 2007 National Preventative Health Task force, released guidelines for healthy eating and physical activity routines for children. The efforts of the NPHTF, as well as other nutritional organizations can be seen in the 52-58 (girls) and 66-69 (boys) percentage increase in organized sporting participation in 2009. Organised nutritional programs are essential if Australians are to become more balanced in their dietary and lifestyle choices.",415
Child nutrition in Australia,Australian consumer diet,"Within Australia there is a broad spectrum of different diets that many children have adopted, as Australia is a country of many diverse cultures. However, without a doubt, there are trends reflecting a gross overconsumption of saturated fats and fast food being consumed habitually within Australia.Fast food is consumed on a mass scale within Australia because it is convenient, cheap and widely available to the general public. Currently in Australia, 360 Dominos stores exist and as of 2005, 869 McDonald's chains stand established in Australia.
Between 1987 and 2000, 2.77 meals ingested a week were from fast food franchises and in 2009 alone, an average of 127 dollars was spent weekly on fast food in Australia. This rise in the consumption of pre-prepared meals is because fast food has become culturally accepted and is ideal for the busy everyday Australian lifestyle.A 2014 report by Emily Brindal explored the prevalence and nutritional consequences of a diet based on fast food. She specifically focused on the purchasing behaviors of 523 Australians over the age of 16. The Report revealed that 27.3% of the Australians tested, consumed ready-made fast food once a week and a further 81.3%, admitted to consuming fast food within six months of the survey taking place.The food offered by franchises such as Hungry Jack's, McDonald's, Red Rooster and Dominos, which are among the most popular children's fast food venues, provide limited nutritional value but a high caloric intake. A standard Hungry Jack Junior meal, which consists of a Whopper Junior, small chips and a medium Coke, contains 3147 kJ and 30.5 g of fat. Other fast food options such as Sumo Salad, Grill’d burgers and Tex Mex are significantly healthier than their counterparts with a Beef Mini Me Pack burger, with water, containing 1730 kJ of energy, 18.7 g of fat and an added 22.4 g of protein.  As fast food is forming a larger part of the Australian diet, it is essential that Australian parents become more nutritionally aware and start encouraging the consumption of healthy take out options for their children, if any, to accommodate busy schedules.",438
